Superclass	Class	Subclass	Subsystem.Name	Role.ID	Role.Name	Active	Gene	Product	Organism
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.189	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.190	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.191	NA	BP
DNA PROCESSING	DNA Processing	DNA repair	DNA repair, bacterial	SOS-response_repressor_and_protease_LexA_(EC_3.4.21.88)	SOS-response repressor and protease LexA (EC 3.4.21.88)	active	fig|33035.10.peg.192	SOS-response repressor and protease LexA (EC 3.4.21.88)	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.193	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.194	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.195	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.196	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.197	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.198	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.199	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.200	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.201	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.202	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.203	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.204	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.205	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.206	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.207	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.208	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.209	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.210	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.211	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.212	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.213	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.214	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.215	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.216	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.217	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.218	NA	BP
CELLULAR PROCESSES	Clustering-based subsystems	Cell Division	Cell division related cluster	Chromosome_(plasmid)_partitioning_protein_ParB	Chromosome (plasmid) partitioning protein ParB	likely	fig|33035.10.peg.219	Chromosome (plasmid) partitioning protein ParB	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.220	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.221	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.222	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.223	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.224	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.225	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.226	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.227	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.228	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.229	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.230	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.231	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.232	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.repeat.10	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.233	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.234	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.235	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.236	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.237	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.238	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.239	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.240	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.241	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.242	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.243	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.244	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.repeat.11	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.245	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.246	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.247	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.repeat.12	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.248	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.249	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.250	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.251	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.252	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.253	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.254	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.255	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.256	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.257	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.258	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.259	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.260	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.261	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.262	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.263	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.264	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.265	NA	BP
ENERGY	Energy and Precursor Metabolites Generation	Fermentation	Fermentations: Mixed acid	Alcohol_dehydrogenase_(EC_1.1.1.1)	Alcohol dehydrogenase (EC 1.1.1.1)	likely	fig|33035.10.peg.266	Alcohol dehydrogenase (EC 1.1.1.1)	BP
METABOLISM	Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	Alcohol_dehydrogenase_(EC_1.1.1.1)	Alcohol dehydrogenase (EC 1.1.1.1)	active	fig|33035.10.peg.266	Alcohol dehydrogenase (EC 1.1.1.1)	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.267	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.268	NA	BP
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Pyridoxine	Pyridoxin (Vitamin B6) Biosynthesis	D-3-phosphoglycerate_dehydrogenase_(EC_1.1.1.95)	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	likely	fig|33035.10.peg.269	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.270	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.271	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.272	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.273	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.274	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.275	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.276	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.277	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.278	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.279	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.280	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.281	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.282	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.283	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.284	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.285	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.286	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.287	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.288	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.289	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.290	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.291	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.292	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.293	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.294	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.295	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.296	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.297	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.298	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.299	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.300	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.301	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.302	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.303	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.304	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.305	NA	BP
METABOLISM	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid Biosynthesis: Interconversions	Isopentenyl-diphosphate_Delta-isomerase_(EC_5.3.3.2)	Isopentenyl-diphosphate Delta-isomerase (EC 5.3.3.2)	active	fig|33035.10.peg.306	Isopentenyl-diphosphate Delta-isomerase (EC 5.3.3.2)	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.rna.13	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.307	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.308	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.309	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.310	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.311	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.312	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.313	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.314	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.315	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.316	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.317	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.318	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.319	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.320	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.321	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.322	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.323	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.324	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.325	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.326	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.327	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.328	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.rna.14	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.rna.15	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.329	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.330	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.331	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.332	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.333	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.334	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.rna.16	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.335	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.336	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.337	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.338	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.339	NA	BP
METABOLISM	Amino Acids and Derivatives	Arginine; urea cycle, creatine, polyamines	Polyamine Metabolism	Arginine/ornithine_antiporter_ArcD	Arginine/ornithine antiporter ArcD	active	fig|33035.10.peg.340	Arginine/ornithine antiporter ArcD	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.341	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.342	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.343	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.344	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.345	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.346	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.347	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.348	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.349	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.350	NA	BP
PROTEIN PROCESSING	Protein Synthesis	Aminoacyl-tRNA-synthetases	tRNA aminoacylation, Asn	Aspartate--ammonia_ligase_(EC_6.3.1.1)	Aspartate--ammonia ligase (EC 6.3.1.1)	active	fig|33035.10.peg.351	Aspartate--ammonia ligase (EC 6.3.1.1)	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.352	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.353	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.354	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.355	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.356	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.357	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.358	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.359	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.360	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.361	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.362	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.363	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.364	NA	BP
CELLULAR PROCESSES	Cell Cycle, Cell Division and Death	Bacterial cell division related cluster 2	Bacterial cell division related cluster 2	Histidinol_dehydrogenase_(EC_1.1.1.23)	Histidinol dehydrogenase (EC 1.1.1.23)	active	fig|33035.10.peg.365	Histidinol dehydrogenase (EC 1.1.1.23)	BP
METABOLISM	Amino Acids and Derivatives	Histidine Metabolism	Histidine Biosynthesis -- gjo	Histidinol_dehydrogenase_(EC_1.1.1.23)	Histidinol dehydrogenase (EC 1.1.1.23)	active	fig|33035.10.peg.365	Histidinol dehydrogenase (EC 1.1.1.23)	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.366	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.367	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.368	NA	BP
METABOLISM	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic amino acid interconversions with aryl acids	Indolepyruvate_oxidoreductase_subunit_IorA_(EC_1.2.7.8)	Indolepyruvate oxidoreductase subunit IorA (EC 1.2.7.8)	active	fig|33035.10.peg.369	Indolepyruvate oxidoreductase subunit IorA (EC 1.2.7.8)	BP
ENERGY	Energy and Precursor Metabolites Generation	Central Metabolism	2-ketoacid oxidoreductases disambiguation	Indolepyruvate_oxidoreductase_subunit_IorA_(EC_1.2.7.8)	Indolepyruvate oxidoreductase subunit IorA (EC 1.2.7.8)	active	fig|33035.10.peg.369	Indolepyruvate oxidoreductase subunit IorA (EC 1.2.7.8)	BP
METABOLISM	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Indole-pyruvate oxidoreductase complex	Indolepyruvate_oxidoreductase_subunit_IorA_(EC_1.2.7.8)	Indolepyruvate oxidoreductase subunit IorA (EC 1.2.7.8)	active	fig|33035.10.peg.369	Indolepyruvate oxidoreductase subunit IorA (EC 1.2.7.8)	BP
METABOLISM	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic amino acid interconversions with aryl acids	Indolepyruvate_oxidoreductase_subunit_IorB_(EC_1.2.7.8)	Indolepyruvate oxidoreductase subunit IorB (EC 1.2.7.8)	active	fig|33035.10.peg.370	Indolepyruvate oxidoreductase subunit IorB (EC 1.2.7.8)	BP
ENERGY	Energy and Precursor Metabolites Generation	Central Metabolism	2-ketoacid oxidoreductases disambiguation	Indolepyruvate_oxidoreductase_subunit_IorB_(EC_1.2.7.8)	Indolepyruvate oxidoreductase subunit IorB (EC 1.2.7.8)	active	fig|33035.10.peg.370	Indolepyruvate oxidoreductase subunit IorB (EC 1.2.7.8)	BP
METABOLISM	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Indole-pyruvate oxidoreductase complex	Indolepyruvate_oxidoreductase_subunit_IorB_(EC_1.2.7.8)	Indolepyruvate oxidoreductase subunit IorB (EC 1.2.7.8)	active	fig|33035.10.peg.370	Indolepyruvate oxidoreductase subunit IorB (EC 1.2.7.8)	BP
METABOLISM	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic amino acid interconversions with aryl acids	Amino_acid-binding_ACT	Amino acid-binding ACT	active	fig|33035.10.peg.371	Amino acid-binding ACT	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.372	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.373	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.374	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.375	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.376	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.377	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.378	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.379	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.380	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.381	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.382	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.383	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.384	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.385	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.386	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.387	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.388	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.389	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.390	NA	BP
PROTEIN PROCESSING	Protein Fate (folding, modification, targeting, degradation)	Protein folding	Protein chaperones	Chaperone_protein_ClpB_(ATP-dependent_unfoldase)	Chaperone protein ClpB (ATP-dependent unfoldase)	active	fig|33035.10.peg.391	Chaperone protein ClpB (ATP-dependent unfoldase)	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.392	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.393	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.394	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.395	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.396	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.397	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.398	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.399	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.400	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.401	NA	BP
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	NAD and NADP	NAD and NADP cofactor biosynthesis global	Glutamine_amidotransferase_chain_of_NAD_synthetase	Glutamine amidotransferase chain of NAD synthetase	active	fig|33035.10.peg.402	NAD synthetase (EC 6.3.1.5) / Glutamine amidotransferase chain of NAD synthetase	BP
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	NAD and NADP	NAD and NADP cofactor biosynthesis global	NAD_synthetase_(EC_6.3.1.5)	NAD synthetase (EC 6.3.1.5)	active	fig|33035.10.peg.402	NAD synthetase (EC 6.3.1.5) / Glutamine amidotransferase chain of NAD synthetase	BP
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	NAD and NADP	NAD and NADP cofactor biosynthesis bacterial	Glutamine_amidotransferase_chain_of_NAD_synthetase	Glutamine amidotransferase chain of NAD synthetase	active	fig|33035.10.peg.402	NAD synthetase (EC 6.3.1.5) / Glutamine amidotransferase chain of NAD synthetase	BP
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	NAD and NADP	NAD and NADP cofactor biosynthesis bacterial	NAD_synthetase_(EC_6.3.1.5)	NAD synthetase (EC 6.3.1.5)	active	fig|33035.10.peg.402	NAD synthetase (EC 6.3.1.5) / Glutamine amidotransferase chain of NAD synthetase	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.403	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.404	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.405	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.406	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.repeat.13	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.407	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.408	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.409	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.410	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.411	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.412	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.413	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.414	NA	BP
DNA PROCESSING	DNA Processing	DNA repair	DNA repair, bacterial RecBCD pathway	ATP-dependent_helicase/nuclease_AddAB,_subunit_B	ATP-dependent helicase/nuclease AddAB, subunit B	active	fig|33035.10.peg.415	ATP-dependent helicase/nuclease AddAB, subunit B	BP
DNA PROCESSING	DNA Processing	DNA repair	ATP-dependent Nuclease	ATP-dependent_helicase/nuclease_AddAB,_subunit_B	ATP-dependent helicase/nuclease AddAB, subunit B	active	fig|33035.10.peg.415	ATP-dependent helicase/nuclease AddAB, subunit B	BP
DNA PROCESSING	DNA Processing	DNA repair	DNA repair, bacterial RecBCD pathway	ATP-dependent_helicase/nuclease_AddAB,_subunit_A	ATP-dependent helicase/nuclease AddAB, subunit A	active	fig|33035.10.peg.416	ATP-dependent helicase/nuclease AddAB, subunit A	BP
DNA PROCESSING	DNA Processing	DNA repair	ATP-dependent Nuclease	ATP-dependent_helicase/nuclease_AddAB,_subunit_A	ATP-dependent helicase/nuclease AddAB, subunit A	active	fig|33035.10.peg.416	ATP-dependent helicase/nuclease AddAB, subunit A	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.417	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.418	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.419	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.420	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.421	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.422	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.423	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.424	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.425	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.426	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.427	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.428	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.429	NA	BP
PROTEIN PROCESSING	Protein Synthesis	Aminoacyl-tRNA-synthetases	tRNA aminoacylation, Val	Valyl-tRNA_synthetase_(EC_6.1.1.9)	Valyl-tRNA synthetase (EC 6.1.1.9)	active	fig|33035.10.peg.430	Valyl-tRNA synthetase (EC 6.1.1.9)	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.431	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.432	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.433	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.434	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.435	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.436	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.437	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.438	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.439	NA	BP
NA	NA	NA	NA	NA	NA	NA	fig|33035.10.peg.440	NA	BP
